"Notes"	"Cancer Sites"	"Cancer Sites Code"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"Bakersfield, CA"	"12540"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	19
	"All Invasive Cancer Sites Combined"	"0"	"Bakersfield, CA"	"12540"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	152
	"All Invasive Cancer Sites Combined"	"0"	"Bakersfield, CA"	"12540"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	164
	"All Invasive Cancer Sites Combined"	"0"	"Bakersfield, CA"	"12540"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	207
	"All Invasive Cancer Sites Combined"	"0"	"Bakersfield, CA"	"12540"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	171
	"All Invasive Cancer Sites Combined"	"0"	"Bakersfield, CA"	"12540"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	18
	"All Invasive Cancer Sites Combined"	"0"	"Bakersfield, CA"	"12540"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	220
	"All Invasive Cancer Sites Combined"	"0"	"Bakersfield, CA"	"12540"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	180
	"All Invasive Cancer Sites Combined"	"0"	"Bakersfield, CA"	"12540"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	205
	"All Invasive Cancer Sites Combined"	"0"	"Bakersfield, CA"	"12540"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	108
	"All Invasive Cancer Sites Combined"	"0"	"Bakersfield, CA"	"12540"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	148
	"All Invasive Cancer Sites Combined"	"0"	"Bakersfield, CA"	"12540"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	87
	"All Invasive Cancer Sites Combined"	"0"	"Bakersfield, CA"	"12540"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	117
	"All Invasive Cancer Sites Combined"	"0"	"Bakersfield, CA"	"12540"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	102
	"All Invasive Cancer Sites Combined"	"0"	"Bakersfield, CA"	"12540"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	89
	"Oral Cavity and Pharynx"	"20010-20100"	"Austin-Round Rock, TX"	"12420"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Austin-Round Rock, TX"	"12420"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	31
	"Oral Cavity and Pharynx"	"20010-20100"	"Austin-Round Rock, TX"	"12420"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	31
	"Oral Cavity and Pharynx"	"20010-20100"	"Austin-Round Rock, TX"	"12420"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	24
	"Oral Cavity and Pharynx"	"20010-20100"	"Austin-Round Rock, TX"	"12420"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	17
	"Tongue"	"20020"	"Austin-Round Rock, TX"	"12420"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	16
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	24
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	32
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	35
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	33
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	74
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	57
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	70
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	70
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	22
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	115
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	72
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	19
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	121
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	58
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	71
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	57
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	62
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	40
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	52
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	60
	"Digestive System"	"21010-21130"	"Austin-Round Rock, TX"	"12420"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	43
	"Digestive System"	"21010-21130"	"Bakersfield, CA"	"12540"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	24
	"Digestive System"	"21010-21130"	"Bakersfield, CA"	"12540"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	33
	"Digestive System"	"21010-21130"	"Bakersfield, CA"	"12540"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	21
	"Digestive System"	"21010-21130"	"Bakersfield, CA"	"12540"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	28
	"Digestive System"	"21010-21130"	"Bakersfield, CA"	"12540"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	27
	"Digestive System"	"21010-21130"	"Bakersfield, CA"	"12540"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	46
	"Digestive System"	"21010-21130"	"Bakersfield, CA"	"12540"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	30
	"Digestive System"	"21010-21130"	"Bakersfield, CA"	"12540"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	45
	"Digestive System"	"21010-21130"	"Bakersfield, CA"	"12540"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	31
	"Digestive System"	"21010-21130"	"Bakersfield, CA"	"12540"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	44
	"Digestive System"	"21010-21130"	"Bakersfield, CA"	"12540"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	17
	"Digestive System"	"21010-21130"	"Bakersfield, CA"	"12540"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	29
	"Digestive System"	"21010-21130"	"Bakersfield, CA"	"12540"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	33
	"Digestive System"	"21010-21130"	"Bakersfield, CA"	"12540"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	20
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	16
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	22
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	18
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	23
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	34
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	29
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	28
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	39
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	39
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	23
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	52
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	22
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	23
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	31
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	19
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	20
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	23
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	30
	"Colon and Rectum"	"21041-21052"	"Austin-Round Rock, TX"	"12420"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	18
	"Colon and Rectum"	"21041-21052"	"Bakersfield, CA"	"12540"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	17
	"Colon and Rectum"	"21041-21052"	"Bakersfield, CA"	"12540"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	16
	"Colon and Rectum"	"21041-21052"	"Bakersfield, CA"	"12540"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	17
	"Colon excluding Rectum"	"21041-21049"	"Austin-Round Rock, TX"	"12420"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	16
	"Colon excluding Rectum"	"21041-21049"	"Austin-Round Rock, TX"	"12420"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	20
	"Colon excluding Rectum"	"21041-21049"	"Austin-Round Rock, TX"	"12420"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	22
	"Colon excluding Rectum"	"21041-21049"	"Austin-Round Rock, TX"	"12420"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	24
	"Colon excluding Rectum"	"21041-21049"	"Austin-Round Rock, TX"	"12420"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	25
	"Colon excluding Rectum"	"21041-21049"	"Austin-Round Rock, TX"	"12420"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	16
	"Colon excluding Rectum"	"21041-21049"	"Austin-Round Rock, TX"	"12420"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	38
	"Colon excluding Rectum"	"21041-21049"	"Austin-Round Rock, TX"	"12420"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	17
	"Colon excluding Rectum"	"21041-21049"	"Austin-Round Rock, TX"	"12420"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	20
	"Colon excluding Rectum"	"21041-21049"	"Austin-Round Rock, TX"	"12420"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	31
	"Colon excluding Rectum"	"21041-21049"	"Austin-Round Rock, TX"	"12420"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	17
	"Colon excluding Rectum"	"21041-21049"	"Austin-Round Rock, TX"	"12420"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	19
	"Colon excluding Rectum"	"21041-21049"	"Austin-Round Rock, TX"	"12420"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	24
	"Rectum and Rectosigmoid Junction"	"21051-21052"	"Austin-Round Rock, TX"	"12420"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	16
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Austin-Round Rock, TX"	"12420"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	16
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Austin-Round Rock, TX"	"12420"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	21
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Austin-Round Rock, TX"	"12420"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	35
	"Liver and Intrahepatic Bile Duct"	"21071-21072"	"Austin-Round Rock, TX"	"12420"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	31
	"Liver"	"21071"	"Austin-Round Rock, TX"	"12420"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	20
	"Liver"	"21071"	"Austin-Round Rock, TX"	"12420"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	31
	"Liver"	"21071"	"Austin-Round Rock, TX"	"12420"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	27
	"Pancreas"	"21100"	"Austin-Round Rock, TX"	"12420"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	19
	"Pancreas"	"21100"	"Austin-Round Rock, TX"	"12420"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	17
	"Pancreas"	"21100"	"Austin-Round Rock, TX"	"12420"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	17
	"Respiratory System"	"22010-22060"	"Austin-Round Rock, TX"	"12420"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	16
	"Respiratory System"	"22010-22060"	"Austin-Round Rock, TX"	"12420"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	30
	"Respiratory System"	"22010-22060"	"Austin-Round Rock, TX"	"12420"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	41
	"Respiratory System"	"22010-22060"	"Austin-Round Rock, TX"	"12420"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	33
	"Respiratory System"	"22010-22060"	"Austin-Round Rock, TX"	"12420"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	53
	"Respiratory System"	"22010-22060"	"Austin-Round Rock, TX"	"12420"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	47
	"Respiratory System"	"22010-22060"	"Austin-Round Rock, TX"	"12420"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	74
	"Respiratory System"	"22010-22060"	"Austin-Round Rock, TX"	"12420"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	61
	"Respiratory System"	"22010-22060"	"Austin-Round Rock, TX"	"12420"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	55
	"Respiratory System"	"22010-22060"	"Austin-Round Rock, TX"	"12420"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	57
	"Respiratory System"	"22010-22060"	"Austin-Round Rock, TX"	"12420"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	47
	"Respiratory System"	"22010-22060"	"Austin-Round Rock, TX"	"12420"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	29
	"Respiratory System"	"22010-22060"	"Austin-Round Rock, TX"	"12420"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	37
	"Respiratory System"	"22010-22060"	"Austin-Round Rock, TX"	"12420"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	29
	"Respiratory System"	"22010-22060"	"Austin-Round Rock, TX"	"12420"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	28
	"Respiratory System"	"22010-22060"	"Bakersfield, CA"	"12540"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	22
	"Respiratory System"	"22010-22060"	"Bakersfield, CA"	"12540"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	25
	"Respiratory System"	"22010-22060"	"Bakersfield, CA"	"12540"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	20
	"Respiratory System"	"22010-22060"	"Bakersfield, CA"	"12540"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	23
	"Respiratory System"	"22010-22060"	"Bakersfield, CA"	"12540"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	29
	"Respiratory System"	"22010-22060"	"Bakersfield, CA"	"12540"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	34
	"Respiratory System"	"22010-22060"	"Bakersfield, CA"	"12540"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	24
	"Respiratory System"	"22010-22060"	"Bakersfield, CA"	"12540"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	25
	"Respiratory System"	"22010-22060"	"Bakersfield, CA"	"12540"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	16
	"Respiratory System"	"22010-22060"	"Bakersfield, CA"	"12540"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	21
